TEMP:         EN_AVE:          ERROR: 
0.644045         1.62802      0.00349372
0.642757        0.899982      0.00262997
0.641472       -0.320927     0.000445344
0.640189       -0.333701     0.000420828
0.638908       -0.269203     0.000662852
0.63763      -0.0676048     0.000601623
0.636355        0.348294      0.00172328
0.635083       -0.233398     0.000361841
0.633812       -0.255847     0.000438809
0.632545        0.310332      0.00184626
0.63128        -0.19654     0.000578947
0.630017       -0.222717     0.000854361
0.628757        -0.07112      0.00136038
0.6275       -0.390525     0.000356111
0.626245       -0.395221     0.000323976
0.624992        0.398576     0.000949911
0.623742       -0.334658     0.000656744
0.622495       -0.372684     0.000339474
0.62125         0.10388      0.00157401
0.620007        0.215991     0.000893083
0.618767       -0.256289     0.000786349
0.61753       -0.208141      0.00100953
0.616294       0.0334127      0.00195877
0.615062       -0.210151      0.00098799
0.613832       -0.211696     0.000888162
0.612604       -0.226683     0.000952257
0.611379       -0.228303     0.000577036
0.610156        0.209371     0.000812818
0.608936      -0.0545008      0.00149821
0.607718       -0.104771      0.00123453
0.606503       -0.112312     0.000674106
0.60529        0.315055     0.000850806
0.604079        0.422624      0.00241465
0.602871       -0.430056     0.000275197
0.601665       -0.270967     0.000532545
0.600462       -0.246747     0.000432493
0.599261       -0.343776     0.000337864
0.598062        0.395109     0.000998027
0.596866        0.898331      0.00200303
0.595672      -0.0397907     0.000718064
0.594481          1.1469      0.00313866
0.593292       -0.145561       0.0010566
0.592106       -0.202475     0.000556323
0.590921       -0.297176      0.00056971
0.589739       -0.230643     0.000892533
0.58856       -0.239435     0.000843408
0.587383       0.0675623      0.00216548
0.586208        0.773986      0.00380491
0.585036       -0.210824      0.00104934
0.583866       -0.263513     0.000665629
0.582698         -0.2586     0.000729137
0.581532      -0.0510481     0.000749714
0.580369       -0.209717     0.000949977
0.579209       -0.150469       0.0013035
0.57805       -0.179136      0.00111031
0.576894        -0.19717     0.000966799
0.57574       -0.282369      0.00076292
0.574589       -0.018448      0.00166162
0.57344      -0.0831607      0.00155649
0.572293       -0.137971      0.00111695
0.571148        0.576461      0.00292432
0.570006       -0.179588     0.000594152
0.568866       -0.228361     0.000601351
0.567728       -0.233749     0.000572685
0.566593      -0.0187671       0.0018905
0.56546        0.358768      0.00276177
0.564329        0.438658      0.00247345
0.5632       -0.233678     0.000795574
0.562074       -0.120542     0.000646749
0.560949       -0.203469     0.000544975
0.559828         0.12309      0.00209577
0.558708        0.495489      0.00301083
0.55759      -0.0999881      0.00125872
0.556475        -0.15622      0.00131092
0.555362     -0.00249385     0.000653084
0.554252       -0.310709      0.00065515
0.553143       -0.274126     0.000605535
0.552037       -0.259337     0.000581505
0.550933       -0.143177     0.000989988
0.549831       -0.364632     0.000511745
0.548731        0.510671      0.00177017
0.547634       -0.232699     0.000591404
0.546538        -0.04558     0.000651731
0.545445       -0.432984     0.000259406
0.544355       0.0276986      0.00126687
0.543266       0.0140254      0.00153907
0.542179       -0.427969     0.000185657
0.541095       -0.217862     0.000490765
0.540013       -0.136092     0.000667015
0.538933       -0.209456      0.00111315
0.537855       -0.262026     0.000654391
0.536779       -0.157106      0.00062236
0.535706        0.021403     0.000765781
0.534634       -0.161998     0.000612454
0.533565       -0.202944     0.000417854
0.532498        0.113245     0.000966408
0.531433      -0.0249146     0.000492884
0.53037         1.50492      0.00168528
0.529309        0.666834      0.00127851
0.528251       -0.106032     0.000625379
0.527194       -0.296716     0.000571542
0.52614       -0.274845     0.000509909
0.525087      0.00402128     0.000726056
0.524037       -0.008346      0.00069033
0.522989       -0.365811     0.000471514
0.521943       -0.443032     0.000244708
0.520899        0.177531     0.000820609
0.519857       -0.432648     0.000222547
0.518818         0.81634      0.00186387
0.51778         -0.1188     0.000850034
0.516745       0.0430552      0.00162017
0.515711       -0.318391     0.000367091
0.51468        0.394924      0.00231733
0.51365       -0.151625      0.00108459
0.512623       -0.150304      0.00125625
0.511598       -0.148094      0.00125311
0.510575       -0.230182     0.000920362
0.509553       -0.185576     0.000581149
0.508534       -0.228654     0.000828561
0.507517      0.00130077       0.0018842
0.506502       -0.163611      0.00126667
0.505489        0.154772      0.00211674
0.504478        0.245728      0.00244769
0.503469       -0.235498     0.000823959
0.502462       -0.248604     0.000622906
0.501457       -0.015252      0.00145892
0.500454        -0.23892     0.000604208
0.499454       -0.203415     0.000579747
0.498455       -0.242785     0.000789347
0.497458       0.0683549      0.00179407
0.496463        0.045197      0.00183554
0.49547       -0.129859      0.00129137
0.494479       -0.217113     0.000949058
0.49349       -0.190628      0.00109257
0.492503       -0.180663     0.000979616
0.491518       -0.239237     0.000777529
0.490535       -0.237278     0.000630573
0.489554       -0.244984     0.000675756
0.488575        0.201217      0.00219128
0.487598       -0.111421      0.00137154
0.486622       -0.181027     0.000981648
0.485649       -0.198955     0.000534769
0.484678        0.223822     0.000605816
0.483709       -0.404915     0.000263035
0.482741       -0.204052       0.0010422
0.481776       -0.199515       0.0010576
0.480812      0.00841672      0.00072257
0.47985       -0.333307      0.00046666
0.478891       -0.103914      0.00056581
0.477933       -0.254729     0.000501878
0.476977       -0.017418     0.000731328
0.476023       -0.397023     0.000273211
0.475071       -0.389918     0.000378755
0.474121       -0.162967      0.00122592
0.473173        -0.24524     0.000686594
0.472226       -0.109498      0.00118334
0.471282       -0.223322     0.000834604
0.470339       -0.145516     0.000592156
0.469399       -0.256869     0.000545242
0.46846       -0.172068      0.00104255
0.467523        -0.20309     0.000981792
0.466588       -0.160835     0.000583586
0.465655        -0.19203      0.00102506
0.464723       -0.278927     0.000530899
0.463794       -0.129627      0.00118703
0.462866       -0.321793     0.000575211
0.461941          0.3958     0.000657719
0.461017        -0.44392     0.000193174
0.460095       -0.394738     0.000269155
0.459175       -0.201167       0.0010779
0.458256        0.613103      0.00163325
0.45734       0.0856056     0.000770361
0.456425       -0.351052     0.000562197
0.455512       -0.268087     0.000726616
0.454601       -0.229529     0.000962166
0.453692       -0.157746     0.000819064
0.452785       -0.153435     0.000643842
0.451879       -0.232299     0.000792518
0.450975       -0.106138     0.000611503
0.450073        -0.24606     0.000848736
