TEMP:             MU:          SIGMA: 
1.67694        0.190575        0.596258
1.67694        0.210095         0.69393
1.67694        0.115635          1.0226
1.67359        0.692984         1.11849
1.67359       0.0581937         1.52732
1.67359       0.0518637         1.27876
1.67359        0.872947          1.4603
1.67359        0.320063         1.51004
1.67359        0.516716         1.64703
1.67359        0.730328         1.24002
1.67359         0.57352         1.26834
1.67359        0.546185         1.55523
1.67359         0.56412          1.3946
1.67024        0.997103         1.63955
1.67024        0.155183         1.55798
1.67024        0.470768         1.58527
1.67024          0.9291         1.64147
1.67024         1.06131         1.54781
1.67024        0.208106         1.36082
1.67024        0.441454         1.04082
1.67024        0.422054        0.739113
1.67024         1.06712         1.02203
1.67024      0.00112295        0.704606
1.6669        0.447475        0.300528
1.6669        0.412249        0.462938
1.6669         0.12435        0.187818
1.6669        0.466437        0.216079
1.6669        0.390272        0.562849
1.6669       0.0206598         0.15626
1.6669         1.02515        0.307213
1.6669         1.20106        0.704521
1.6669         1.31358        0.728548
1.6669         1.86426        0.999545
1.66357         1.17258        0.885414
1.66357         1.36284         1.15329
1.66357        0.415852        0.609481
1.66357          0.1208        0.323558
